frame,cen_arrow,obj_arrow,speed
1.0,,,
2.0,,,
3.0,,,
4.0,,,
5.0,,,
6.0,,,
7.0,,,
8.0,,,
9.0,,,
10.0,,,
11.0,,,
12.0,,,
13.0,,,
14.0,,,
15.0,,,
16.0,,,
17.0,,,
18.0,,,
19.0,,,
20.0,,,
21.0,,,
22.0,,,
23.0,,,
24.0,,,
25.0,,,
26.0,,,
27.0,,,
28.0,,,
29.0,,,
30.0,,,
31.0,,,
32.0,,,
33.0,,,
34.0,,,
35.0,,,
36.0,,,
37.0,,,
38.0,,,
39.0,,,
40.0,,,
41.0,,,
42.0,,,
43.0,,,
44.0,,,
45.0,,,
46.0,,,
47.0,,,
48.0,,,
49.0,,,
50.0,,,
51.0,,,
52.0,,,
53.0,,,
54.0,,,
55.0,,,
56.0,,,
57.0,,,
58.0,[-80.873604 -58.817177],[-44.72135955 -89.4427191 ],
59.0,[-80.87361  -58.817165],[-44.72135955 -89.4427191 ],
60.0,[-76.82213 -64.01843],[-38.39251263 -92.33642279],197.78969764709473
61.0,[-76.82213 -64.01843],[-38.39251263 -92.33642279],197.78990507125854
62.0,[-70.71068 -70.71068],[-32.05961743 -94.72159696],222.48883724212646
63.0,[-70.71068 -70.71068],[-32.05961743 -94.72159696],234.83830332756042
64.0,[-66.43638  -74.740944],[-25.92760425 -96.58032583],223.11913776397705
65.0,[-66.43638  -74.740944],[-25.92760425 -96.58032583],215.30636072158813
66.0,[-62.469513 -78.08687 ],[-19.95467894 -97.98882992],206.78915568760462
67.0,[-62.469513 -78.08687 ],[-19.95467894 -97.98882992],200.401251912117
68.0,[-58.549072 -81.06791 ],[-13.87416885 -99.0328604 ],194.5513947804769
69.0,[-58.549072 -81.06791 ],[-13.87416885 -99.0328604 ],189.8715090751648
70.0,[-51.449585 -85.74928 ],[ -8.43884568 -99.64329322],195.60453271865845
71.0,[-51.449585 -85.74928 ],[ -8.43884568 -99.64329322],201.33751487731934
72.0,[-47.88521 -87.78956],[ -2.91610131 -99.95747272],186.4698657989502
73.0,[-47.88521 -87.78956],[ -2.91610131 -99.95747272],171.60221672058105
74.0,[-44.72135  -89.442726],[  2.23943824 -99.97492144],164.68715071678162
75.0,[-44.72135  -89.442726],[  2.23943824 -99.97492144],157.77208471298218
76.0,[-41.380295 -91.036644],[  7.31685821 -99.7319587 ],153.308856010437
77.0,[-41.380295 -91.036644],[  7.31685821 -99.7319587 ],148.84562730789185
78.0,[-31.622774 -94.86834 ],[ 11.99016634 -99.2785773 ],165.519061088562
79.0,[-31.622774 -94.86834 ],[ 11.99016634 -99.2785773 ],182.19249486923218
80.0,[-31.622786 -94.86833 ],[ 16.62128831 -98.60898932],156.68054272328845
81.0,[-31.622786 -94.86833 ],[ 16.62128831 -98.60898932],131.16859057734473
82.0,[-26.311749 -96.47638 ],[ 20.76453316 -97.82041792],135.49498370478614
83.0,[-26.311749 -96.47638 ],[ 20.76453316 -97.82041792],139.82137683222754
84.0,[-21.693048 -97.61871 ],[ 24.78686115 -96.87936578],143.3858030159281
85.0,[-21.693048 -97.61871 ],[ 24.78686115 -96.87936578],146.95022919962867
86.0,[-18.428854 -98.28722 ],[ 28.43649474 -95.87161085],145.84070161173804
87.0,[-18.428854 -98.28722 ],[ 28.43649474 -95.87161085],144.73117402384742
88.0,[-16.43991 -98.63939],[ 31.96329816 -94.75414276],119.34213021586402
89.0,[-16.43991 -98.63939],[ 31.96329816 -94.75414276],93.95308640788062
90.0,[-11.043156 -99.38838 ],[ 35.39688723 -93.52572039],110.29849125539295
91.0,[-11.043156 -99.38838 ],[ 35.39688723 -93.52572039],126.64389610290527
92.0,[ -9.053578 -99.58932 ],[ 38.45001842 -92.31249148],115.99557638168335
93.0,[ -9.053578 -99.58932 ],[ 38.45001842 -92.31249148],105.34725666046143
94.0,[   0. -100.],[ 41.24567026 -91.09772053],118.26231336593628
95.0,[   0. -100.],[ 41.24567026 -91.09772053],131.17737007141113
96.0,[   0. -100.],[ 43.87437582 -89.86122159],121.18153381347656
97.0,[   0. -100.],[ 43.87437582 -89.86122159],111.18569755554199
98.0,[   0. -100.],[ 46.14550536 -88.71635889],105.12605381011963
99.0,[   0. -100.],[ 46.14550536 -88.71635889],99.06641006469727
100.0,[   0. -100.],[ 48.57808701 -87.40806291],82.72096395492554
101.0,[   0. -100.],[ 48.57808701 -87.40806291],66.37551784515381
102.0,[  5.8722034 -99.82744  ],[ 50.81370088 -86.12762508],78.00063800811768
103.0,[  5.8722034 -99.82744  ],[ 50.81370088 -86.12762508],89.62575817108154
104.0,[  7.1247087 -99.74587  ],[ 52.71242674 -84.97882129],66.20256900787354
105.0,[  7.1247087 -99.74587  ],[ 52.71242674 -84.97882129],42.77937984466553
106.0,[  9.053575 -99.58932 ],[ 54.75557642 -83.67691946],48.58500623703003
107.0,[  9.053575 -99.58932 ],[ 54.75557642 -83.67691946],54.39063262939453
108.0,[ 10.468478 -99.45055 ],[ 56.35355162 -82.60918363],58.65571045875549
109.0,[ 10.468478 -99.45055 ],[ 56.35355162 -82.60918363],62.920788288116455
110.0,[ 14.142124 -98.99495 ],[ 58.13896887 -81.36252392],74.02615571022034
111.0,[ 14.142124 -98.99495 ],[ 58.13896887 -81.36252392],85.13152313232422
112.0,[ 15.205726 -98.837166],[ 59.71784922 -80.2108377 ],70.73303246498108
113.0,[ 15.205726 -98.837166],[ 59.71784922 -80.2108377 ],56.33454179763794
114.0,[ 16.439898 -98.63939 ],[ 61.37192964 -78.95243031],56.31882154941559
115.0,[ 16.439898 -98.63939 ],[ 61.37192964 -78.95243031],56.30310130119324
116.0,[ 19.61161 -98.05807],[ 62.85983512 -77.77301029],60.17111349105835
117.0,[ 19.61161 -98.05807],[ 62.85983512 -77.77301029],64.03912568092346
118.0,[ 21.693043 -97.618706],[ 64.19147695 -76.67759965],66.15594363212585
119.0,[ 21.693043 -97.618706],[ 64.19147695 -76.67759965],68.27276158332825
120.0,[ 24.253555 -97.01425 ],[ 65.74670594 -75.34832884],65.06006813049316
121.0,[ 24.253555 -97.01425 ],[ 65.74670594 -75.34832884],61.84737467765808
122.0,[ 24.253569 -97.01425 ],[ 67.04018782 -74.19981952],58.62169075012207
123.0,[ 24.253569 -97.01425 ],[ 67.04018782 -74.19981952],55.39600682258606
124.0,[ 26.764381 -96.35179 ],[ 68.48063736 -72.87250721],59.43645751476288
125.0,[ 26.764381 -96.35179 ],[ 68.48063736 -72.87250721],63.4769082069397
126.0,[ 28.734795 -95.78263 ],[ 70.06642929 -71.34910992],59.956175565719604
127.0,[ 28.734795 -95.78263 ],[ 70.06642929 -71.34910992],56.43544292449951
128.0,[ 31.622782 -94.868324],[ 71.34910992 -70.06642929],59.141331911087036
129.0,[ 31.622782 -94.868324],[ 71.34910992 -70.06642929],61.84722089767456
130.0,[ 31.622787 -94.868324],[ 72.61215166 -68.75663918],53.95456409454346
131.0,[ 31.622787 -94.868324],[ 72.61215166 -68.75663918],46.06190729141235
132.0,[ 33.03505 -94.38583],[ 73.92140768 -67.34705255],50.539090275764465
133.0,[ 33.03505 -94.38583],[ 73.92140768 -67.34705255],55.01627326011658
134.0,[ 37.139076 -92.84767 ],[ 75.2079796  -65.90720601],60.37448215484619
135.0,[ 37.139076 -92.84767 ],[ 75.2079796  -65.90720601],65.7326910495758
136.0,[ 37.13907 -92.84767],[ 76.83527451 -64.00266081],59.57980799674988
137.0,[ 37.13907 -92.84767],[ 76.83527451 -64.00266081],53.42692494392395
138.0,[ 38.46154 -92.3077 ],[ 78.1027861  -62.44961812],48.62452161312103
139.0,[ 38.46154 -92.3077 ],[ 78.1027861  -62.44961812],43.822118282318115
140.0,[ 44.721355 -89.44272 ],[ 79.67178869 -60.43513951],64.47496318817139
141.0,[ 44.721355 -89.44272 ],[ 79.67178869 -60.43513951],85.12780809402466
142.0,[ 44.721363 -89.44272 ],[ 81.23237336 -58.32067831],80.65060794353485
143.0,[ 44.721363 -89.44272 ],[ 81.23237336 -58.32067831],76.17340779304504
144.0,[ 46.788784 -88.378784],[ 82.85277392 -55.99480202],70.00035452842712
145.0,[ 46.788784 -88.378784],[ 82.85277392 -55.99480202],63.827301263809204
146.0,[ 51.449574 -85.74929 ],[ 84.41897594 -53.6044448 ],79.88139796257019
147.0,[ 51.449574 -85.74929 ],[ 84.41897594 -53.6044448 ],95.93549466133118
148.0,[ 52.99989  -84.799835],[ 86.32536886 -50.47703133],97.1039650440216
149.0,[ 52.99989  -84.799835],[ 86.32536886 -50.47703133],98.27243542671204
150.0,[ 55.47002  -83.205025],[ 87.70962678 -48.03146229],86.44027090072632
151.0,[ 55.47002  -83.205025],[ 87.70962678 -48.03146229],74.6081063747406
152.0,[ 58.123825 -81.373344],[ 89.41059171 -44.78555671],84.28173780441284
153.0,[ 58.123825 -81.373344],[ 89.41059171 -44.78555671],93.95536923408508
154.0,[ 61.394066 -78.93522 ],[ 91.08627156 -41.27094782],99.21726107597351
155.0,[ 61.394066 -78.93522 ],[ 91.08627156 -41.27094782],104.47915291786194
156.0,[ 64.01844 -76.82213],[ 92.59050223 -37.77563893],98.53307104110718
157.0,[ 64.01844 -76.82213],[ 92.59050223 -37.77563893],92.58698916435242
158.0,[ 65.07915 -75.92565],[ 94.0496724  -33.98027547],91.29954242706299
159.0,[ 65.07915 -75.92565],[ 94.0496724  -33.98027547],90.01209568977356
160.0,[ 70.71068 -70.71068],[ 95.3094783  -30.26719919],104.21726989746094
161.0,[ 70.71068 -70.71068],[ 95.3094783  -30.26719919],118.42244410514832
162.0,[ 70.71068 -70.71068],[ 96.63416045 -25.7262324 ],108.74878978729248
163.0,[ 70.71068 -70.71068],[ 96.63416045 -25.7262324 ],99.07513546943665
164.0,[ 76.338615 -64.59423 ],[ 97.71618326 -21.24964776],111.77302765846252
165.0,[ 76.338615 -64.59423 ],[ 97.71618326 -21.24964776],124.4709198474884
166.0,[ 78.93523  -61.394066],[ 98.61313818 -16.59665561],126.72617483139038
167.0,[ 78.93523  -61.394066],[ 98.61313818 -16.59665561],128.98142981529236
168.0,[ 81.37335  -58.123814],[ 99.32383715 -11.60927967],137.0523065328598
169.0,[ 81.37335  -58.123814],[ 99.32383715 -11.60927967],145.12318325042725
170.0,[ 84.799835 -52.99989 ],[99.7925309 -6.4382278],140.5894317626953
171.0,[ 84.799835 -52.99989 ],[99.7925309 -6.4382278],136.05568027496338
172.0,[ 88.23529  -47.058834],[ 99.49605321 -10.02673404],156.6441822052002
173.0,[ 88.23529  -47.058834],[ 99.49605321 -10.02673404],177.232684135437
174.0,[ 89.44272 -44.72136],[99.99708654 -0.76333654],160.19025921821594
175.0,[ 89.44272 -44.72136],[99.99708654 -0.76333654],143.14783430099487
176.0,[ 92.30769  -38.461544],[99.95411791  3.02891266],151.43739366531372
177.0,[ 92.30769  -38.461544],[99.95411791  3.02891266],159.72695302963257
178.0,[ 94.86833  -31.622759],[99.53270126  9.65615759],169.39703607559204
179.0,[ 94.86833  -31.622759],[99.53270126  9.65615759],179.0671191215515
180.0,[ 96.1524   -27.472109],[98.28721869 18.42885351],173.6092028617859
181.0,[ 96.1524   -27.472109],[98.28721869 18.42885351],168.15128660202026
182.0,[ 98.05807  -19.611607],[97.99873196 19.90599243],171.82740354537964
183.0,[ 98.05807  -19.611607],[97.99873196 19.90599243],175.503520488739
184.0,[ 99.22779  -12.403472],[97.19027648 23.53827008],189.5180847644806
185.0,[ 99.22779  -12.403472],[97.19027648 23.53827008],203.53264904022217
186.0,[100.  -0.],[93.8211752  34.60617118],220.16225624084473
187.0,[100.  -0.],[93.8211752  34.60617118],236.79186344146729
188.0,[100.  -0.],[92.19267773 38.73641921],214.8844985961914
189.0,[100.  -0.],[92.19267773 38.73641921],192.97713375091553
190.0,[99.74587    7.1247087],[87.3427098  48.69549307],201.3306484222412
191.0,[99.74587    7.1247087],[87.3427098  48.69549307],209.6841630935669
192.0,[98.99495 14.14214],[83.43981867 55.1162105 ],206.59202814102173
193.0,[98.99495 14.14214],[83.43981867 55.1162105 ],203.49989318847656
194.0,[97.439125 22.485945],[80.61697975 59.1684255 ],207.0554609298706
195.0,[97.439125 22.485945],[80.61697975 59.1684255 ],210.61102867126465
196.0,[94.86833  31.622786],[76.57048648 64.31920864],201.8034267425537
197.0,[94.86833  31.622786],[76.57048648 64.31920864],192.99582481384277
198.0,[92.84767 37.13907],[69.93795242 71.47505027],210.62001371383667
199.0,[92.84767 37.13907],[69.93795242 71.47505027],228.24420261383057
200.0,[89.44271  44.721367],[64.31920864 76.57048648],231.79170083999634
201.0,[89.44271  44.721367],[64.31920864 76.57048648],235.3391990661621
202.0,[86.824326 49.61389 ],[58.77177689 80.90660196],230.81407642364502
203.0,[86.824326 49.61389 ],[58.77177689 80.90660196],226.28895378112793
204.0,[81.373344 58.12382 ],[51.67624469 85.61288299],231.14422988891602
205.0,[81.373344 58.12382 ],[51.67624469 85.61288299],235.9995059967041
206.0,[76.82213 64.01845],[45.63166476 88.98174628],229.86612796783447
207.0,[76.82213 64.01845],[45.63166476 88.98174628],223.73274993896484
208.0,[70.71068 70.71068],[38.46153846 92.30769231],233.2971968650818
209.0,[70.71068 70.71068],[38.46153846 92.30769231],242.86164379119873
210.0,[64.59423  76.338615],[28.73478856 95.78262852],242.861572265625
211.0,[64.59423  76.338615],[28.73478856 95.78262852],242.86150074005127
212.0,[55.470013 83.20503 ],[20.85467611 97.80123969],260.47185945510864
213.0,[55.470013 83.20503 ],[20.85467611 97.80123969],278.082218170166
214.0,[49.613914 86.8243  ],[ 9.12211293 99.58306611],268.41686153411865
215.0,[49.613914 86.8243  ],[ 9.12211293 99.58306611],258.7515048980713
216.0,[39.391937 91.914505],[ 1.51497763 99.98852356],270.6677370071411
217.0,[39.391937 91.914505],[ 1.51497763 99.98852356],282.58396911621094
218.0,[31.622786 94.86833 ],[-6.80238881 99.76836927],280.33051586151123
219.0,[31.622786 94.86833 ],[-6.80238881 99.76836927],278.0770626068115
220.0,[20.952911 97.78024 ],[-17.55264981  98.44747069],286.3221673965454
221.0,[20.952911 97.78024 ],[-17.55264981  98.44747069],294.5672721862793
222.0,[12.403483 99.22778 ],[-26.96299255  96.29640197],286.32287406921387
223.0,[12.403483 99.22778 ],[-26.96299255  96.29640197],278.07847595214844
224.0,[ -0. 100.],[-34.7806823   93.75662184],294.7082004547119
225.0,[ -0. 100.],[-34.7806823   93.75662184],311.3379249572754
226.0,[-6.237835 99.80525 ],[-44.41478841  89.59534904],295.80283641815186
227.0,[-6.237835 99.80525 ],[-44.41478841  89.59534904],280.2677478790283
228.0,[-15.2057085  98.83717  ],[-53.59250831  84.42655419],282.3924894332886
229.0,[-15.2057085  98.83717  ],[-53.59250831  84.42655419],284.5172309875488
230.0,[-25.766266  96.6235  ],[-59.39681734  80.44885387],283.70720958709717
231.0,[-25.766266  96.6235  ],[-59.39681734  80.44885387],282.8971881866455
232.0,[-33.282013  94.29903 ],[-68.39411289  72.95372041],280.48485231399536
233.0,[-33.282013  94.29903 ],[-68.39411289  72.95372041],278.0725164413452
234.0,[-44.721363  89.44272 ],[-77.25922412  63.49025349],278.0724849700928
235.0,[-44.721363  89.44272 ],[-77.25922412  63.49025349],278.07245349884033
236.0,[-50.387104  86.37789 ],[-81.16781988  58.41048721],278.67453145980835
237.0,[-50.387104  86.37789 ],[-81.16781988  58.41048721],279.27660942077637
238.0,[-58.81716  80.87361],[-86.35016135  50.43460751],282.4204387664795
239.0,[-58.81716  80.87361],[-86.15384615  50.76923077],285.5642681121826
240.0,[-66.89648   74.329414],[-90.77359961  41.95418469],284.38565254211426
241.0,[-66.89648   74.329414],[-90.77359961  41.95418469],283.2070369720459
242.0,[-70.71068  70.71068],[-95.74070062  28.87417955],275.3791437149048
243.0,[-70.71068  70.71068],[-95.74070062  28.87417955],267.5512504577637
244.0,[-79.99999   60.000008],[-98.0009773   19.89493524],255.85420608520508
245.0,[-79.99999   60.000008],[-98.0009773   19.89493524],241.23290061950684
246.0,[-84.36615  53.68755],[-98.78771254  15.5237834 ],245.85945546627045
247.0,[-84.36615  53.68755],[-98.78771254  15.5237834 ],250.48601031303406
248.0,[-89.44272  44.72136],[-99.99354401  -1.13629027],251.36980891227722
249.0,[-89.44272  44.72136],[-99.99354401  -1.13629027],252.25360751152039
250.0,[-91.9145    39.391933],[-99.52898554  -9.69438171],235.2943342924118
251.0,[-91.9145    39.391933],[-99.52898554  -9.69438171],218.33506107330322
252.0,[-94.868324  31.622782],[-98.4357569 -17.6182225],229.78767335414886
253.0,[-94.868324  31.622782],[-98.4357569 -17.6182225],241.2402856349945
254.0,[-97.618706  21.693043],[-96.81131284 -25.05134139],248.78116607666016
255.0,[-97.618706  21.693043],[-96.81131284 -25.05134139],254.81387042999268
256.0,[-98.63939   16.439898],[-94.67533127 -32.19598808],247.84208250045776
257.0,[-98.63939   16.439898],[-94.67533127 -32.19598808],240.87029457092285
258.0,[-99.58932    9.053566],[-92.12749443 -38.89119142],232.3009958267212
259.0,[-99.58932    9.053566],[-92.12749443 -38.89119142],223.73169708251953
260.0,[-100.    0.],[-89.24786029 -45.10897287],233.29612970352173
261.0,[-100.    0.],[-89.24786029 -45.10897287],242.86056232452393
262.0,[-99.74587    -7.1247087],[-86.13116092 -50.80770728],239.31309843063354
263.0,[-99.74587    -7.1247087],[-86.13116092 -50.80770728],235.76563453674316
264.0,[-99.22778  -12.403483],[36.87401693 92.95325102],220.76722812652588
265.0,[-99.22778  -12.403483],[36.87401693 92.95325102],205.7688217163086
266.0,[-98.38699  -17.888542],[30.50456763 95.23377213],206.3620433807373
267.0,[-98.38699  -17.888542],[30.50456763 95.23377213],206.95526504516602
268.0,[-97.439125 -22.48595 ],[-75.47426238 -65.60210148],198.69608545303345
269.0,[-97.439125 -22.48595 ],[-75.47426238 -65.60210148],190.43690586090088
270.0,[-95.78263  -28.734783],[18.29079162 98.31300495],182.64227056503296
271.0,[-95.78263  -28.734783],[18.29079162 98.31300495],174.84763526916504
272.0,[-94.86833  -31.622776],[-68.11833083 -73.21129015],162.54771065711975
273.0,[-94.86833  -31.622776],[-68.11833083 -73.21129015],150.24778604507446
274.0,[-92.84767  -37.139076],[ 8.4962986  99.63841082],151.95960760116577
275.0,[-92.84767  -37.139076],[ 8.4962986  99.63841082],153.67142915725708
276.0,[-90.61831  -42.288555],[ 5.37682622 99.85534407],153.85808515548706
277.0,[-90.61831  -42.288555],[ 5.37682622 99.85534407],154.04474115371704
278.0,[-87.78955  -47.885223],[-2.30707808 99.97338341],158.7752194404602
279.0,[-87.78955  -47.885223],[-2.30707808 99.97338341],163.50569772720337
280.0,[-86.82432  -49.613895],[-6.95982628 99.75751008],150.05138862133026
281.0,[-86.82432  -49.613895],[-6.95982628 99.75751008],136.59707951545715
282.0,[-83.20503  -55.470024],[-10.78935989  99.41624471],148.16216039657593
283.0,[-83.20503  -55.470024],[-10.78935989  99.41624471],159.7272412776947
284.0,[-82.4042   -56.652878],[-14.03868496  99.00967288],146.388365149498
285.0,[-82.4042   -56.652878],[-14.03868496  99.00967288],133.04948902130127
286.0,[-79.26239 -60.97109],[-16.81153584  98.57673287],132.23610019683838
287.0,[-79.26239 -60.97109],[-16.81153584  98.57673287],131.4227113723755
288.0,[-78.93522  -61.394066],[-21.53018229  97.65475539],114.21415078639984
289.0,[-78.93522  -61.394066],[-21.53018229  97.65475539],97.0055902004242
290.0,[-76.33862 -64.59423],[-23.71322721  97.14773726],103.42917001247406
291.0,[-76.33862 -64.59423],[-23.71322721  97.14773726],109.85274982452393
292.0,[-73.71541 -67.57247],[-28.38271374  95.88754643],101.1061999797821
293.0,[-73.71541 -67.57247],[-28.38271374  95.88754643],92.35965013504028
294.0,[-70.71068 -70.71068],[-31.39297918  94.94461995],101.10850274562836
295.0,[-70.71068 -70.71068],[-31.39297918  94.94461995],109.85735535621643
296.0,[-70.71068 -70.71068],[-34.17430631  93.97934235],93.83670973777771
297.0,[-70.71068 -70.71068],[-34.17430631  93.97934235],77.81606411933899
298.0,[-66.89648  -74.329414],[-36.20744714  93.21491711],91.98492515087128
299.0,[-66.89648  -74.329414],[-36.20744714  93.21491711],106.15378618240356
300.0,[-65.85045  -75.257675],[-38.67266763  92.21943818],97.98606705665588
301.0,[-65.85045  -75.257675],[-38.67266763  92.21943818],89.8183479309082
302.0,[-64.594215 -76.33863 ],[-38.83974373  92.14919591],82.88387167453766
303.0,[-64.594215 -76.33863 ],[-38.83974373  92.14919591],75.94939541816711
304.0,[-59.999992 -80.      ],[-42.87444523  90.34258102],80.53938746452332
305.0,[-59.999992 -80.      ],[-42.87444523  90.34258102],85.12937951087952
306.0,[-60.97108 -79.26239],[-44.72135955  89.4427191 ],88.787757396698
307.0,[-60.97108 -79.26239],[-44.72135955  89.4427191 ],92.44613528251648
308.0,[-58.123825 -81.37334 ],[-45.94229189  88.82176432],87.30632257461548
309.0,[-58.123825 -81.37334 ],[-45.94229189  88.82176432],82.16650986671448
310.0,[-58.123833 -81.373344],[-46.85934718  88.34139223],77.97099870789043
311.0,[-58.123833 -81.373344],[-46.85934718  88.34139223],73.77548754906638
312.0,[-55.470013 -83.20503 ],[-49.28182716  87.01322608],78.4773438045977
313.0,[-55.470013 -83.20503 ],[-49.28182716  87.01322608],83.179200060129
314.0,[-55.47003 -83.20502],[-52.58220975  85.05945695],65.55506870245154
315.0,[-55.47003 -83.20502],[-52.58220975  85.05945695],47.930937344774065
316.0,[-52.999897 -84.799835],[-51.89781342  85.47875152],53.09327917788869
317.0,[-52.999897 -84.799835],[-51.89781342  85.47875152],58.25562101100331
318.0,[-49.613907 -86.8243  ],[-54.96165015  83.54170822],59.45748310778981
319.0,[-49.613907 -86.8243  ],[-54.96165015  83.54170822],60.65934520457631
320.0,[-49.026127 -87.157555],[-56.68495436  82.38213367],62.686350098713774
321.0,[-49.026127 -87.157555],[-56.68495436  82.38213367],64.71335499285124
322.0,[-47.88522 -87.78955],[-57.90738815  81.527507  ],58.95242350099943
323.0,[-47.88522 -87.78955],[-57.90738815  81.527507  ],53.19149200914762
324.0,[-44.72135  -89.442726],[-60.4889111   79.63097157],63.90064104794692
325.0,[-44.72135  -89.442726],[-60.4889111   79.63097157],74.60979008674622
326.0,[-44.72135  -89.442726],[-60.  80.],65.78907036781311
327.0,[-44.72135  -89.442726],[-60.  80.],56.968350648880005
328.0,[-44.721348 -89.442726],[-60.97107608  79.26239891],45.133219957351685
329.0,[-44.721348 -89.442726],[-60.97107608  79.26239891],33.298089265823364
330.0,[-39.391937 -91.9145  ],[-65.07913735  75.92566024],48.89519512653351
331.0,[-39.391937 -91.9145  ],[-65.07913735  75.92566024],64.49230098724365
332.0,[-37.139065 -92.84767 ],[-66.34056911  74.82599074],67.89500641822815
333.0,[-37.139065 -92.84767 ],[-66.34056911  74.82599074],71.29771184921265
334.0,[-37.139076 -92.84767 ],[-67.30408401  73.96053188],60.588523864746094
335.0,[-37.139076 -92.84767 ],[-67.30408401  73.96053188],49.87933588027954
336.0,[-35.11235 -93.63292],[-68.77446479  72.59526839],56.39992547035217
337.0,[-35.11235 -93.63292],[-68.77446479  72.59526839],62.920515060424805
338.0,[-33.035038 -94.38584 ],[-70.71067812  70.71067812],69.5491590499878
339.0,[-33.035038 -94.38584 ],[-70.71067812  70.71067812],76.17780303955078
340.0,[-29.408594 -95.577896],[-72.97767184  68.36855573],70.00568175315857
341.0,[-29.408594 -95.577896],[-72.97767184  68.36855573],63.83356046676636
342.0,[-26.311749 -96.47638 ],[-73.33374004  67.98648816],66.19173288345337
343.0,[-26.311749 -96.47638 ],[-73.33374004  67.98648816],68.54990530014038
344.0,[-24.253551 -97.01425 ],[-75.54346839  65.52239605],74.93182468414307
345.0,[-24.253551 -97.01425 ],[-75.54346839  65.52239605],81.31374406814575
346.0,[-19.61161 -98.05807],[-78.31108475  62.18821436],89.06671500205994
347.0,[-19.61161 -98.05807],[-78.31108475  62.18821436],96.81968593597412
348.0,[-17.888542 -98.38699 ],[-80.64049959  59.13636636],95.45357823371887
349.0,[-17.888542 -98.38699 ],[-80.64049959  59.13636636],94.08747053146362
350.0,[-14.142139 -98.99495 ],[-82.16588633  56.99795719],94.02168202400208
351.0,[-14.142139 -98.99495 ],[-82.16588633  56.99795719],93.95589351654053
352.0,[-11.684119 -99.31506 ],[-83.20502943  55.47001962],91.71857357025146
353.0,[-11.684119 -99.31506 ],[-83.20502943  55.47001962],89.4812536239624
354.0,[   0. -100.],[-85.68231561  51.56103948],118.21183347702026
355.0,[   0. -100.],[-85.68231561  51.56103948],146.94241333007812
356.0,[   0. -100.],[-88.19316687  47.13772712],132.6688528060913
357.0,[   0. -100.],[-88.19316687  47.13772712],118.39529228210449
358.0,[   0. -100.],[-91.06283613  41.32263152],113.13274455070496
359.0,[   0. -100.],[-91.06283613  41.32263152],107.87019681930542
360.0,[  5.8722053 -99.82744  ],[-91.75556253  39.76074376],114.10818386077881
361.0,[  5.8722053 -99.82744  ],[-91.75556253  39.76074376],120.3461709022522
362.0,[ 11.043153 -99.388374],[-94.1568596   33.68212864],128.47850346565247
363.0,[ 11.043153 -99.388374],[-94.1568596   33.68212864],136.61083602905273
364.0,[ 14.142139 -98.99495 ],[-95.01926426  31.16631868],110.869882106781
365.0,[ 14.142139 -98.99495 ],[-95.01926426  31.16631868],85.12892818450928
366.0,[ 19.611607 -98.05806 ],[-96.35179096  26.76438638],101.77631521224976
367.0,[ 19.611607 -98.05806 ],[-96.35179096  26.76438638],118.42370223999023
368.0,[ 24.253572 -97.014244],[-97.70435708  21.30395756],132.69733572006226
369.0,[ 24.253572 -97.014244],[-97.70435708  21.30395756],146.97096920013428
370.0,[ 31.622776 -94.86833 ],[-98.96450521  14.35363053],152.37262344360352
371.0,[ 31.622776 -94.86833 ],[-98.96450521  14.35363053],157.77427768707275
372.0,[ 36.24462 -93.20047],[-99.58306611   9.12211293],156.94633769989014
373.0,[ 36.24462 -93.20047],[-99.58306611   9.12211293],156.11839771270752
374.0,[ 41.380295 -91.036644],[-99.92940943   3.75674472],163.46553754806519
375.0,[ 41.380295 -91.036644],[-99.92940943   3.75674472],170.81267738342285
376.0,[ 44.721363 -89.44272 ],[-99.89366098  -4.61047666],165.2706949710846
377.0,[ 44.721363 -89.44272 ],[-99.89366098  -4.61047666],159.72871255874634
378.0,[ 51.449574 -85.74929 ],[-99.7205363   -7.47091966],168.48097801208496
379.0,[ 51.449574 -85.74929 ],[-99.7205363   -7.47091966],177.23324346542358
380.0,[ 58.12381 -81.37336],[-99.06514249 -13.64175733],178.14996242523193
381.0,[ 58.12381 -81.37336],[-99.06514249 -13.64175733],179.06668138504028
382.0,[ 63.323772 -77.39573 ],[-98.04554022 -19.67414655],183.96648645401
383.0,[ 63.323772 -77.39573 ],[-98.04554022 -19.67414655],188.86629152297974
384.0,[ 65.49304 -75.56892],[-96.51751038 -26.16046999],180.65561413764954
385.0,[ 65.49304 -75.56892],[-96.51751038 -26.16046999],172.44493675231934
386.0,[ 70.71068 -70.71068],[-94.4387478  -32.88347479],182.72728085517883
387.0,[ 70.71068 -70.71068],[-94.4387478  -32.88347479],193.00962495803833
388.0,[ 78.086876 -62.4695  ],[-92.03163105 -39.11750103],203.16395616531372
389.0,[ 78.086876 -62.4695  ],[-92.03163105 -39.11750103],213.3182873725891
390.0,[ 81.37334  -58.123825],[-88.94955701 -45.69437938],205.72107696533203
391.0,[ 81.37334  -58.123825],[-88.94955701 -45.69437938],198.12386655807495
392.0,[ 85.74928  -51.449585],[-85.40420478 -52.02039798],202.42596673965454
393.0,[ 85.74928  -51.449585],[-85.40420478 -52.02039798],206.72806692123413
394.0,[ 89.442726 -44.72135 ],[-81.28555362 -58.24653443],221.24600529670715
395.0,[ 89.442726 -44.72135 ],[-81.28555362 -58.24653443],235.76394367218018
