frame,cen_arrow,obj_arrow,speed
1982.0,[99.58932   -9.0535755],[-54.30496205 -83.97006072],86.13233506679535
1983.0,[100.  -0.],[-47.61266277 -87.93767307],85.346959233284
1984.0,[100.  -0.],[-47.61266277 -87.93767307],84.56158339977264
1985.0,[100.  -0.],[-40.73379332 -91.32775089],76.26661151647568
1986.0,[100.  -0.],[-40.73379332 -91.32775089],67.97163963317871
1987.0,[98.99495 14.14214],[-33.22266564 -94.31995806],77.68187386648995
1988.0,[98.99495 14.14214],[-33.22266564 -94.31995806],90.62885284423828
1989.0,[98.99495 14.14214],[-33.22266564 -94.31995806],90.62885284423828
1990.0,[97.61871  21.693047],[-25.16946919 -96.78066863],129.00534629821777
1991.0,[97.61871  21.693047],[-25.16946919 -96.78066863],143.47014835902624
1992.0,[94.86833  31.622782],[-98.52826826 -17.09328386],164.17489171028137
1993.0,[94.86833  31.622782],[-98.52826826 -17.09328386],168.82758378982544
1994.0,[94.86833  31.622782],[-98.52826826 -17.09328386],134.84176397323608
1995.0,[94.86833  31.622782],[-98.52826826 -17.09328386],134.84176397323608
1996.0,[94.86833  31.622782],[-98.52826826 -17.09328386],134.84176397323608
1997.0,[94.86833  31.622782],[-98.52826826 -17.09328386],119.85934575398763
1998.0,[94.86833  31.622782],[-58.12381937  81.37334712],107.87341117858887
1999.0,[94.86833  31.622782],[-58.12381937  81.37334712],107.87341117858887
2000.0,[78.08688  62.469505],[ 99.14925398 -13.01635263],94.27501678466797
2001.0,[78.08688  62.469505],[ 99.14925398 -13.01635263],77.27702379226685
2002.0,[70.71068 70.71068],[33.1485995  94.34601397],80.11380672454834
2003.0,[70.71068 70.71068],[33.1485995  94.34601397],82.95058965682983
2004.0,[70.71068 70.71068],[24.65341165 96.91341132],82.95058965682983
2005.0,[70.71068 70.71068],[24.65341165 96.91341132],82.95058965682983
2006.0,[59.999996 80.00001 ],[15.20571843 98.83716977],94.80067389351981
2007.0,[59.999996 80.00001 ],[15.20571843 98.83716977],110.60078620910645
2008.0,[51.449593 85.74928 ],[-93.02319018  36.69722181],162.1186351776123
2009.0,[51.449593 85.74928 ],[-93.02319018  36.69722181],213.63648414611816
2010.0,[44.72135  89.442726],[-3.38788457 99.94259471],216.0112748827253
2011.0,[44.72135  89.442726],[-3.38788457 99.94259471],217.79236793518066
2012.0,[44.72135  89.442726],[-3.38788457 99.94259471],176.31707310676575
2013.0,[44.72135  89.442726],[-3.38788457 99.94259471],134.84177827835083
2014.0,[44.72135  89.442726],[-3.38788457 99.94259471],134.84177827835083
2015.0,[44.72135  89.442726],[-3.38788457 99.94259471],134.84177827835083
2016.0,[44.72135  89.442726],[-29.30020108  95.61118249],119.85935846964519
2017.0,[44.72135  89.442726],[-29.30020108  95.61118249],107.87342262268066
2018.0,[ -0. 100.],[ 85.74929257 -51.44957554],85.51412582397461
2019.0,[ -0. 100.],[ 85.74929257 -51.44957554],57.56500482559204
2020.0,[ -0. 100.],[ 90.46700787 -42.61127182],28.78250241279602
2021.0,[ -0. 100.],[ 90.46700787 -42.61127182],0.0
2022.0,[-11.684116  99.315056],[ 94.21113891 -33.53000604],43.89065623283386
2023.0,[-11.684116  99.315056],[ 94.21113891 -33.53000604],87.78131246566772
2024.0,[-22.485956  97.43912 ],[ 96.97558395 -24.4077061 ],128.89453053474426
2025.0,[-22.485956  97.43912 ],[ 96.97558395 -24.4077061 ],170.0077486038208
2026.0,[-31.62278   94.868324],[ 98.89725334 -14.80990483],205.60125946998596
2027.0,[-31.62278   94.868324],[ 98.89725334 -14.80990483],241.19477033615112
2028.0,[-40.613846  91.38116 ],[ 98.89725334 -14.80990483],246.54078483581543
2029.0,[-40.613846  91.38116 ],[ 98.89725334 -14.80990483],250.81759643554688
2030.0,[-40.613846  91.38116 ],[ 98.89725334 -14.80990483],250.81759643554688
2031.0,[-40.613846  91.38116 ],[ 98.89725334 -14.80990483],250.81759643554688
2032.0,[-40.613846  91.38116 ],[99.02939772 13.89886284],215.70507144927979
2033.0,[-40.613846  91.38116 ],[99.02939772 13.89886284],180.5925464630127
2034.0,[-64.018425  76.822136],[-92.50198184  37.9918854 ],164.11330223083496
2035.0,[-64.018425  76.822136],[-92.50198184  37.9918854 ],143.5142469406128
2036.0,[-70.71068  70.71068],[-95.43322002  29.87474714],141.90661311149597
2037.0,[-70.71068  70.71068],[-95.43322002  29.87474714],140.29897928237915
2038.0,[-75.25767   65.850464],[-97.79245645  20.89582403],129.09380614757538
2039.0,[-75.25767   65.850464],[-97.79245645  20.89582403],117.8886330127716
2040.0,[-80.87361   58.817173],[-99.12279007  13.21637201],151.6398847103119
2041.0,[-81.37334   58.123825],[-99.12279007  13.21637201],188.5925817489624
2042.0,[-85.74929   51.449577],[-28.26299766  95.92290114],221.72308444976807
2043.0,[-85.74929   51.449577],[-28.26299766  95.92290114],251.65140867233276
2044.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],249.27451769510904
2045.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],247.37300491333008
2046.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],220.1843032836914
2047.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],192.99560165405273
2048.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],173.02885007858276
2049.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],153.0620985031128
2050.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],126.06109714508057
2051.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],96.49893951416016
2052.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],69.99453735351562
2053.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],46.05187797546387
2054.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],23.025938987731934
2055.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2056.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2057.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2058.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2059.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2060.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2061.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2062.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2063.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2064.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2065.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2066.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2067.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2068.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2069.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2070.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2071.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2072.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2073.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2074.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2075.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2076.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2077.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2078.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2079.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2080.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2081.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2082.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2083.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2084.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2085.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2086.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2087.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2088.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2089.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2090.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2091.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2092.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2093.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2094.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2095.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2096.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2097.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2098.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2099.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2100.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2101.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2102.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2103.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2104.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2105.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2106.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2107.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2108.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2109.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2110.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2111.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2112.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2113.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2114.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2115.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2116.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2117.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2118.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2119.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2120.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2121.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2122.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2123.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2124.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2125.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2126.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2127.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2128.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2129.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2130.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2131.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2132.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2133.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2134.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2135.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2136.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2137.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2138.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2139.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2140.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2141.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2142.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2143.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2144.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2145.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2146.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2147.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2148.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2149.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2150.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2151.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2152.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2153.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2154.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2155.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2156.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2157.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2158.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2159.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2160.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2161.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2162.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2163.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2164.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2165.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2166.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2167.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2168.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2169.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2170.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2171.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2172.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2173.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2174.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2175.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2176.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2177.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2178.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2179.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2180.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2181.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2182.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2183.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2184.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2185.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2186.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2187.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2188.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2189.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2190.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2191.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2192.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2193.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2194.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2195.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2196.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2197.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2198.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2199.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2200.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2201.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2202.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2203.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2204.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2205.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2206.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2207.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2208.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2209.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2210.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2211.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2212.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2213.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2214.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2215.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2216.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2217.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2218.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2219.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2220.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2221.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2222.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2223.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2224.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2225.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2226.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2227.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2228.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2229.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2230.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2231.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2232.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2233.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2234.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2235.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2236.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2237.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2238.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2239.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2240.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2241.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2242.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2243.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2244.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2245.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2246.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2247.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2248.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2249.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2250.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2251.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2252.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
2253.0,[-89.44272  44.72135],[-31.81651681 -94.80352978],0.0
