,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220
0,58.05626392364502,50.35352110862732,47.785940170288086,63.60287368297577,73.09303379058838,66.28706812858582,61.42566408429827,58.43464985489845,56.10830545425415,60.17111349105835,63.49522915753451,63.5222065448761,63.545033564934364,64.6437268597739,65.59592771530151,61.496207267045975,57.87880687152638,58.99120966593424,59.98651742935181,60.06364452838898,60.13342618942261,61.530899893153794,62.80685414438663,60.18990904092789,57.78231954574585,57.28193150116847,56.8186092376709,59.48523555483137,61.96795660873939,59.90236568450928,57.97003869087465,57.49765668064356,57.053903883153744,61.450219084234796,65.5953162738255,63.77323051293691,62.049635874258506,62.25237212683025,62.444711648500885,64.8971237540245,67.2299060007421,66.92773010049548,66.63960889328358,67.1297763152556,67.59815851847331,68.23160166325776,68.83808978060459,69.95339065790176,71.0231690504113,71.62431321144103,72.48479547500611,72.4650609254837,72.4453263759613,74.82942724227905,77.2135281085968,76.56838331222534,75.92323851585388,80.16031658649445,84.39739465713501,84.93532547950744,85.47325630187989,86.6443335056305,87.8154107093811,89.93529996871948,92.05518922805786,96.17288160324097,100.29057397842408,100.31107692718506,100.33157987594605,103.23156909942627,106.1315583229065,108.6954743385315,111.2593903541565,113.86622772216796,116.47306509017945,120.430544257164,124.38802342414856,126.13979744911194,127.89157147407532,135.34805874824525,142.80454602241517,141.94746973514557,141.09039344787598,141.23736476898193,141.38433609008788,145.61882829666138,149.85332050323487,153.55081872940065,157.2483169555664,159.73246450424193,162.21661205291747,164.65067946910858,167.0847468852997,170.30765075683593,173.5305546283722,174.9252960205078,176.32003741264344,179.93621249198912,183.55238757133483,185.9990758895874,188.44576420783997,193.05021035671234,197.6546565055847,198.03651123046876,198.41836595535278,205.26990995407104,212.1214539527893,211.26497926712037,210.4085045814514,214.78738832473755,219.1662720680237,221.70585222244262,224.24543237686157,227.18305835723876,230.12068433761596,231.20564832687378,232.2906123161316,238.16856751441955,244.0465227127075,243.66047687530516,243.27443103790284,244.30494289398194,245.33545475006105,249.20265970230102,253.06986465454102,252.93713808059692,252.80441150665283,255.879447555542,258.9544836044312,255.3629319190979,251.77138023376466,257.81213092803955,263.85288162231444,265.8136605262756,267.77443943023684,266.6945611953735,265.61468296051027,265.12730140686034,264.6399198532105,265.1271068572998,265.61429386138917,265.61429500579834,265.6142961502075,265.61428928375244,265.6142824172974,268.4669743537903,271.3196662902832,268.4668719291687,265.6140775680542,265.61408042907715,265.6140832901001,265.6140815734863,265.61407985687254,264.9045945167542,264.19510917663575,260.5260480880737,256.8569869995117,256.05590829849245,255.25482959747313,251.2197501182556,247.18467063903807,246.07643251419069,244.96819438934327,240.14970316886902,235.33121194839478,233.6533947944641,231.97557764053346,227.88588523864746,223.79619283676146,223.81422672271728,223.8322606086731,219.608212351799,215.38416409492493,213.04069333076478,210.6972225666046,206.83409736156463,202.97097215652465,198.7186082839966,194.4662444114685,190.92215058803558,187.37805676460266,183.80995860099793,180.2418604373932,176.38480281829834,172.52774519920348,171.97996916770936,171.4321931362152,166.82700419425964,162.22181525230408,159.19427533149718,156.1667354106903,153.48100519180298,150.79527497291565,146.8026082277298,142.80994148254393,140.15261821746827,137.49529495239258,135.0161391735077,132.5369833946228,130.19534068107606,127.8536979675293,122.41597899267671,116.97826001782414,114.63545730252262,112.29265458722111,109.1101863326534,105.92771807808568,104.36238633293797,102.79705458779026,102.34762021202732,101.89818583626439,98.42479489941289,94.95140396256139,93.91639987129857,92.88139578003575,91.49839302200962,90.1153902639835,86.74858337540317,83.38177648682286,79.61922031540561,75.85666414398838
